CARGO THREE INC.,CTW
CARGOITALIA S.P.A.,CRG
CARGOJET AIRWAYS LTD,CJT
CARGOLAAR CC,GOL
CARGOLUX AIRLINES INTERNATIONAL S.A.,CLX
CARGOLUX ITALIA S.P.A.,ICV
CARIB AVIATION LTD,DEL
CARIB EXPRESS,BCB
"CARIBAIR, S.A.",CBC
CARIBBEAN AIR CARGO,DCC
CARIBBEAN AIRLINES LIMITED,BWA
CARIBBEAN AIRWAYS,IQQ
"CARIBBEAN EXPRESS, INC. (MIAMI SPRINGS, FL)",TLC
CARIBBEAN STAR AIRLINES LIMITED,GFI
"CARIBBEAN SUN AIRLINES, INC., D/B/A WORLD ATLANTIC AIRLINES (MIAMI SPRINGS, FL)",WAL
CARIBINTAIR S.A.,CRT
CARILL AVIATION LTD,CVG
CARPATAIR FLIGHT TRAINING,SMW
CARPATAIR S.A.,KRP
CARRE AVIATION LTD,CRE
"CASEMENT AVIATION (PLAINESVILLE, OH)",CMT
"CASINO AIRLINES, INC. (SHREVEPORT, LA)",CSO
"CASPER AIR SERVICE,INC.(CASPER, WY)",CSP
CASPIAN AIRLINES,CPN
CASTILLO MOURRA,OMT
CASTLE AIR CHARTER LIMITED,...
"CASTLE AVIATION, INC. (RAVENNA, OH)",CSJ
CAT AVIATION AG,CAZ
CAT HELICOPTERS S.L.,HCT
CAT ISLAND AIR,CIS
"CATALINA FLYING BOATS, INC. (LONG BEACH, CA)",CBT
"CATEX, COMPAGNIE",TEX
CATHAY PACIFIC AIRWAYS LTD.,CPA
"CAUCASUS AIRWAYS, AIRLINE",GEA
CAVEI AVIR LEMITANIM,ICL
CAVERTON HELICOPTERS LTD,CJR
CAVOK AIRLINES,CVK
CAYMAN AIRWAYS LTD.,CAY
CCAT,CBR
"CCF MANAGER AIRLINE GMBH, KOELN",CCF
CEBU PACIFIC AIR,CEB
CECIL AVIATION LTD.,CIL
CEGA AVIATION LIMITED,CEG
CEIBA INTERCONTINENTAL,CEL
CELLO AVIATION LTD,CLJ
CELTIC AIRWAYS LIMITED,CEC
CELTIC WEST CO AIR CHARTER LIMITED,CWE
CEMAIR (PTY) LTD,KEM
"CENTENNIAL AIRLINES, INC. (LARAMIE, WY)",CNL
CENTER VOL S.A.,CVO
CENTER-SOUTH LTD,CTS
CENTERAVIA LLC,CVI
CENTRAFRIC'AIR S.A.,CFK
CENTRAFRICAN AIRLINES,CET
CENTRAFRIQUE AIR EXPRESS,CAE
CENTRAL AIR EXPRESS,CAX
CENTRAL AIR TRANSPORT SERVICES,CEN
"CENTRAL AIRLINES, INC. (KANSAS CITY, KS)",CTL
CENTRAL AIRWAYS,CEW
CENTRAL AMERICAN AIRWAYS,CRW
CENTRAL ASIAN SERVICES,CBK
"CENTRAL AVIATION, INC. (CHICAGO, IL)",YOG
"CENTRAL FLYING SERVICE, INC. (LITTLE ROCK, AR)",CHA
"CENTRAL HELICOPTER SERVICE, LTD",CEH
CENTRAL MOUNTAIN AIR LTD,GLR
"CENTRAL SKYPORT, INC. (COLUMBUS, OH)",CSI
"CENTRE AIRLINES, INC. (REEDSVILLE, PA)",DTV
CENTRE D'ESSAIS EN VOL,CEV
CENTRE NATIONAL D'ETUDES DES TELECOMMUNICATIONS (C.N.E.T.),CNT
"CENTRE OF APPLIED GEODYNAMICA, INDUSTRIAL ENTERPRISE",CGS
CENTRE PANKH KAZAKHSTAN,MRB
"CENTRE-AVIA AIRLINES, JSC",CVC
CENTRO DE FORMACION AERONAUTICA DE CANARIAS,ACF
"CENTRO DE HELICOPTEROS CORPORATIVOS, S.A. DE C.V.",CCV
"CENTURION AIR CARGO, INC. (MIAMI, FL)",CWC
"CERTIFIED AIRCRAFT DISPATCH, INC. (MIAMI, FL)",XAD
CESSNA AIRCRAFT COMPANY,
CESSZANI AVIATION,CEZ
CETRACA AVIATION SERVICE,CER
CFA AIR CHARTERS (PTY) LTD,CFX
CFS AVIATION CC T/A CORPORATE FLIGHT SERVICES,BLQ
CHABAHAR AIRLINE,IRU
CHALAIR AVIATION,CLG
CHALLENGE AERO UKRAINE LLC,CLO
"CHALLENGE AIR LUFTVERKEHRS GMBH, TROISDORF",CLS
"CHALLENGE INTERNATIONAL AIRLINES (MIAMI, FL)",OFF
CHALLENGES AVIATION LIMITED,...
CHALLENGES LIMITED,...
CHANCHANGI AIRLINES (NIGERIA) LIMITED,NCH
"CHANNEL ISLAND AVIATION (OXNARD, CA)",CHN
"CHANTILLY AIR, INC. (MANASSAS, VA)",WML
"CHAPARRAL AIRLINES (ABILENE, TX)",CPL
CHARI AVIATION SERVICES,CSU
"CHARLIE HAMMONDS FLYING SERVICE, INC. (HOUMA, LA)",HMD
"CHARLOTTE, NC AIR NATIONAL GUARD (CHARLOTTE, NC)",CGD
"CHARTAIR, INC. D/B/A AIR SAN JUAN (FRIDAY HARBOR, WA)",SJN
"CHARTER AIR TRANSPORT, INC (SANFORD, FL)",SRY
CHARTER AIR TRANSPORTATION SERVICES INC. D/B/A CATS,SKT
CHARTER JETS,LTC
CHARTERS (SOUTH AFRICAN NON SCHEDULED AIRWAYS (PTY) LTD),SCS
CHARTRIGHT AIR INC.,HRT
"CHAUTAUQUA AIRLINES (JAMESTOWN, NY)",CHQ
CHC DENMARK APS,HBI
CHC GLOBAL OPERATIONS,HMB
CHC GLOBAL OPERATIONS INTERNATIONAL,GCY
CHC HELICOPTERS,HEM
CHC HELICOPTERS NETHERLANDS,HNL
CHC HELICOPTERS NIGERIA LIMITED,ATQ
CHC HELIKOPTER SERVICE AS,HKS
CHEMECH AVIATION (PVT) LIMITED,CHM
"CHENGDU AIRLINES CO., LTD",UEA
CHEQAIR,...
CHERLINES,CHZ
"CHEROKEE LEASING, INC. D/B/A/ CHEROKEE EXPRESS (ORLANDO, FL)",CBM
"CHERRY AIR, INC. (DALLAS, TX)",CCY
"CHESAPEAKE AIR SERVICE (PASADENA, MD)",CAB
"CHEVRON U.S.A. (NEW ORLEANS, LA)",CVR
"CHEYENNE AIRWAYS, INC. (CHEYENNE, WY)",CYA
CHEYNE MOTORS LTD.,...
"CHICAGO AIR, INC. (CHICAGO, IL)",CGO
"CHICAGO JET GROUP, LLC (SUGAR GROVE, IL)",WDY
"CHIEF OF STAFF, UNITED STATES AIR FORCE (ANDREWS AFB, MD)",AIO
CHIEF RAT FLIGHT SERVICES (PTY) LTD,RAT
"CHILCHOTA TAXI AEREO, S.A. DE C.V.",CCH
CHIM-NIR AVIATION,ETN
CHINA AIRLINES,CAL
CHINA CARGO AIRLINES LTD,CKK
CHINA CIVIL AVIATION FLIGHT UNIVERSITY,FTU
CHINA EASTERN AIRLINES,CES
"CHINA EXPRESS AIRLINES CO., LTD",HXA
CHINA FLIGHT GENERAL AVIATION COMPANY,CFZ
CHINA FLYING DRAGON AVIATION CO.,CFA
CHINA OCEAN HELICOPTER CORP. - COHC,CHC
CHINA POSTAL AIRLINES LTD,CYZ
CHINA SOUTHERN AIRLINES,CSN
CHINA UNITED AIRLINES,CUA
"CHINA WEST AIR CO., LTD",CHB
CHINGGIS AIRWAYS,CHS
CHINGUETTI AIRLINES,CGU
"CHIPOLA AVIATION, INC. (MARIANNA, FL)",CEP
"CHOICE AIRWAYS, INC (SUNRISE, FL)",CSX
"CHONG QING AIRLINES CO., LTD",CQN
CHRISTIAN KONIG - CENTURY AIRBIRDS,AID
"CHRISTMAN AIR SYSTEM (WASHINGTON, PA)",CAS
CHROME AIR SERVICES LTD,CHO
CHRONO AVIATION INC. D/B/A CHRONO AVIATION,NDL
"CHURCH AIRCRAFT LTD (DENVER, CO)",CHU
CHURCH FENTON FTU,CFN
CI-TOURS,VCI
CIELOS DEL PERU S.A.,CIU
CIELOS DEL SUR S.A. - AUSTRAL,AUT
CIMBER A/S,CIM
"CIRRUS AIR, INC. (DALLAS, TX)",NTS
"CIRRUS AIRLINES LUFTFAHRTGESELLSCHAFT MBH, SAARBRUCKEN",RUS
"CITATIONSHARES, LLC (GREENWICH, CT)",FIV
"CITIBANK, N.A. (NEWARK, NJ)",XCX
"CITIC GENERAL AVIATION CO., LTD",HZX
CITILINK INDONESIA,CTV
CITY AIRLINE AB,SDR
CITY AIRWAYS CO. LTD,GTA
CITY CONNEXION AIRLINES,CIX
CITYAIR (CHESTER) LIMITED,CAQ
CITYJET,BCY
CITYLINE HUNGARY LTD,CNB
CIVAIR AIRWAYS (PTY) LTD T/A REDAIR,FLV
"CIVIL AIR PATROL, SOUTH CAROLINA WING (COLUMBIA, SC)",BKR
CIVIL AVIATION AUTHORITY OF NEW ZEALAND,CIV
CIVIL AVIATION AUTHORITY OF THE CZECH REPUBLIC,CAA
CIVIL AVIATION AUTHORITY OF THE SLOVAK REPUBLIC,CIA
"CKC SERVICES, INC. (NEWPORT BEACH, CA)",CKC
CLACTON AERO CLUB 1988 LTD,...
CLAESSENS INTERNATIONAL LTD,FMC
"CLARK AVIATION CORP. (NEW CUMBERLAND, PA)",CLK
CLASAIR,CSF
CLASSIC FLIGHT TRAINING SERVICES LTD,RMN
CLASSIC JET,LLT
"CLAY LACY AVIATION (SEATTLE, WA)",CLY
CLICK AIRWAYS,CGK
"CLICKAIR, S.A.",CLI
CLOUD 9 AIR CHARTERS,CLZ
CLOWES ESTATES LTD,CLD
CLUB 328 LTD,SDJ
CLUB ACROBATICO MEDITERRANEO,CAG
CLUB AERO VIGO,VIJ
CLUB AEROCELTA DE VUELO CON MOTOR,CLT
CLUB DE VUELO TAS,TSX
"CM STAIR, COMPAGNIE MAURITANIENNE DES SERVICES ET TRANSPORT AERIEN",CMZ
CMC ELECTRONICS INC.,CMC
"CNAIR, S.A.",ORO
"COAPA AIR, S.A. DE C.V.",OAP
COAST AIR AS,CST
"COASTAL AIR TRANSPORT (CHRISTIANSTED, ST. CROIX)",CXT
"COASTAL AIRWAYS (GULFPORT, MS)",CNG
COASTAL TRAVELS LIMITED,CSV
"COBALT AIR, LLC (PORTSMOUTH, NH)",CNS
COBHAM AVIATION SERVICES AUSTRALIA - AIRLINE SERVICES,QJE
COBHAM FLIGHT INSPECTION LTD,CLB
COLAEREOS,OLR
"COLEMILL ENTERPRISES (NASHVILLE, TN)",CLE
"COLGAN AIR (MANASSAS, VA)",CJC
COLOMBE AIRLINE S.A.,CBL
"COLT INTERNATIONAL, INC.",CCX
COLUMBA AIR D.O.O.,COL
"COLUMBIA HELICOPTERS, INC. (LAKE CHARLES, LA)",WCO
"COLUMBUS AIR TRANSPORT, INC. (COLUMBUS, OH)",KLR
"COLVIN AVIATION, INC. (ATHENS, GA)",GHP
COMAIR FLIGHT SERVICES (PTY) LTD,GCM
COMAIR LTD,CAW
"COMAIR, INC. (CINCINNATI, OH)",COM
COMBINED PRIVATE INVESTIGATIONS CC T/A CPI AVIATION,TSJ
COMED GROUP,CDE
"COMERCIAL AEREA, S.A. DE C.V.",CRS
COMERCIAL DE AVIACION C.A. (COMERAVIA),CVV
"COMERCIALIZACION DE AVIACION EJECUTIVA, S.A. DE C.V.",CVJ
"COMERCIALIZACION INDUSTRIAL GLOBAL, S.A. DE C.V.",CGB
COMET AIRLINES LIMITED,CMG
COMFORT JET SERVICES,CMJ
"COMFORT SERVICIOS AEREOS, S.A. DE C.V.",FRS
COMITE INTERNATIONAL DE LA CROIX-ROUGE RED CROSS (INTERNATIONAL COMMITTEE),RED
COMLUX (MALTA) LTD,MLM
COMLUX ARUBA,CXB
COMLUX AVIATION AG,CLA
COMLUX-KZ JSC,KAZ
COMMAIR AVIATION LIMITED,CMH
COMMANDEMENT DU TRANSPORT AERIEN MILITAIRE FRANCAIS,CTM
"COMMANDER FLUGDIENST GMBH, HAMBURG",HRL
"COMMANDER MEXICANA, S.A. DE C.V.",CRM
COMMERCIAL AVIATION,CMS
COMMON SKY A & N LUFTFAHRT GMBH,AUN
"COMMONWEALTH JET SERVICE, INC. (SANDSTON, VA)",CJS
COMMUNITY AIRLINES,CML
"COMMUTAIR (PLATTSBURGH, NY)",UCA
COMORES AVIATION INTERNATIONAL,KMZ
COMOROS INTERNATIONAL AIRLINE,CIK
COMPAGNIA AERONAUTICA ITALIANA S.P.A.,CPI
COMPAGNIE AERIENNE DU MALI S.A.,CMM
COMPAGNIE DE BAUXITES DE GUINEE,GIC
COMPAGNIE MAURITANIENNE DES TRANSPORTS,CPM
COMPAGNIE NATIONALE AIR GABON,AGN
COMPAGNIE NATIONALE NAGANAGANI,BFN
COMPANIA AEREA DEL SUR S.A. (AEROSUR S.A.),ASU
COMPANIA AEROTECNICAS FOTOGRAFICAS,ATF
"COMPANIA DE SERVICIOS AEREOS NACIONALES, S.A. (SANSA)",LRS
COMPANIA DE SERVICIOS AEREOS TAVISA,TAV
"COMPANIA DE SERVICIOS AEREOS, S.A. (SAESA)",SSS
"COMPANIA EJECUTIVA, S.A. DE C.V.",EJV
COMPANIA LINEAS AEREAS NACIONALES TURISTICAS (LANTUR),LNR
"COMPANIA MEXICANA DE AEROPLANOS, S.A.",MDR
"COMPANIA MEXICANA DE AVIACION, S.A.",MXA
"COMPANIA OPERADORA DE CORTO Y MEDIO RADIO IBERIA EXPRESS, S.A.U.",IBS
"COMPANIA PANAMENA DE AVIACION, S.A.",CMP
"COMPANIA TRANSPORTES AEREOS DEL SUR, S.A.",HSS
"COMPASS AIRLINES (CHANTILLY, VA)",CPZ
COMPASS INTERNATIONAL AIRWAYS LTD,CPS
"COMPUFLIGHT OPERATIONS SERVICE, INC. (PORT WASHINGTON, NY)",XCO
COMPUSERVE INCORPORATED,XCS
COMTEL - AIR LUFTVERKEHRS GMBH,COE
"COMUNICACION GLOBAL OBJETIVO, S.L.",OBJ
CONAIR GROUP INC.,CRA
CONAIR GROUP INC. D/B/A CONAIR,FGD
"CONCESIONARIA VUELA COMPANIA DE AVIACION, S.A. DE C.V.",VOI
CONCIAIR LTD,CCR
CONCIERGE AVIATION LTD,RHK
CONCORDAVIA LTD,COD
"CONDOR AERO SERVICES, INC. (CULLMAN, AL)",CNR
"CONDOR BERLIN GMBH, BERLIN",CIB
"CONDOR FLUGDIENST GMBH, FRANKFURT (MAIN)",CFG
CONGO EXPRESS,CXR
"CONGRESSIONAL AIR, LTD (GAITHERSBURG, MD)",CGA
CONINGSBY FTU,CBY
"CONQUEST AIRLINES (BEAUMONT, TX)",CAC
"CONROE AVIATION SERVICES, INC. (CONROE, TX)",CXO
"CONSORCIO AVIAXSA, S.A. DE C.V.",CHP
CONSORCIO HELITEC C.A.,VCH
CONSTANTA,UZA
CONTACT AIR SARL,CAN
"CONTEL ASC (MCLEAN, VA)",XCL
"CONTINENTAL MICRONESIA, INC. (TAMUNING, GUAM)",CMI
"CONTINENTAL OIL CO. (PONCA CITY, OK)",CON
CONVERS AVIA AIRLINE,CVS
CONVIASA,VCV
"COOK INLET AVIATION, INC. (HOMER, AK)",CKA
COOPER AERIAL SURVEYS LTD,SVY
COPENHAGEN AIRTAXI A/S,CAT
"COPPER STATE AIR SERVICE, INC. (MESA, AZ)",COP
COPTERLINE,CPE
COPTRADE AIR TRANSPORT,CCW
CORAL SEAS EXPRESS LIMITED,CSE
CORAL SUN AIRWAYS,...
CORENDON DUTCH AIRLINES B.V.,CND
CORPAC CANADA LTD,CPB
"CORPORACION AEREO CENCOR, S.A. DE C.V.",CNC
"CORPORACION AEROANGELES, S.A. DE C.V.",CPG
"CORPORACION EJECUTIVA DE TRANSPORTE AEREO, S.A. DE C.V.",CTC
CORPORACION PARAGUAYA DE AERONAUTICA S.A.,CGY
"CORPORATE AIR (BILLINGS, MT)",CPT
"CORPORATE AIR, LLC (WEST MIFFLIN, PA)",MLN
"CORPORATE AIRCRAFT COMPANY (GARDNER, KS)",CPO
"CORPORATE AVIATION SERVICES, INC. (TULSA, OK)",CKE
"CORPORATE EXPRESS AIRLINES (NASHVILLE, TN)",CEA
"CORPORATE FLIGHT INTERNATIONAL, INC. (LAS VEGAS, NV)",VHT
"CORPORATE FLIGHT MANAGEMENT (SMYRNA, TN)",VTE
CORPORATE JET MANAGEMENT LTD,CJM
"CORPORATE JET, LLC (PEACHTREE CITY, GA)",PHJ
"CORPORATE JETS, INC. (WEST MIFFLIN, PA)",CJI
CORPORATEJETS XXI S.A.,MND
"CORPORATION YGNUS AIR, S.A. (GESTAIR CARGO)",CYG
CORSE AIR INTERNATIONAL,CRL
"CORSE-MEDITERRANEE, COMPAGNIE",CCM
COSMIC AIR PVT. LTD,COZ
COSMO LINEAS AEREAS S.L.,KOM
COSMOS AVIATION (PVT) LTD,CMK
"COSTA AIRLINES, C.A.",COT
COSTA BLANCA FLIGHT TRAINING CENTER,FTE
"COSTA RICA SKIES AIRLINES, S.A.",CSR
COTAIR,COB
COTSWOLD AVIATION SERVICES LTD,...
"COUGAR HELICOPTES,INC.",CHI
COUGAR LEASING LIMITED (T/A FLY GLOBESPAN),GSM
COULSON FLYING SERVICES LIMITED,MGB
"COURIER SERVICES, INC. (TEMPE, AZ)",CSD
COURT HELICOPTERS,CUT
COVENTRY FLYING SCHOOL,...
"COWAN GROUP (MANASSAS, VA)",
COWI A/S,COW
COYNE AVIATION LIMITED,COY
"COYOTAIR, S.A.",COS
CRANFIELD HELICOPTERS LTD,CHL
CRANFIELD UNIVERSITY,CFD
CRANWELL FTU,CWL
"CRELAM, S.A. DE C.V.",ELM
"CRI HELICOPTERS MEXICO, S.A. DE C.V.",CRH
CRIMEA UNIVERSAL AVIA,KRM
CROATIA AIRLINES,CTN
CROATIAN AIR FORCE (HRVATSKO RATNO ZRAKOPLOVSTVO),HRZ
CROSS AVIATION LTD,CRX
"CROW EXECUTIVE AIR, INC. (MILLBURY, OH)",CWX
CROWN AIR SYSTEMS,CKR
"CROWN AIR, S A. DE C.V.",CRI
"CROWN AIRWAYS, INC. (DUBOIS, PA)",CRO
CRUISER LINHAS AEREAS LTDA.,VCR
"CRYDERMAN AIR SERVICE (DRAYTON PLAINS, MI)",CTY
"CRYSTAL SHAMROCK (MINNEAPOLIS, MN)",CYT
"CRYSTAL THAI AIRLINES CO., LTD",KPS
"CSA AIR, INC. (IRON MOUNTAIN, MI)",IRO
"CSM SERVICIOS, S.A. DE C.V.",CSM
CTI - CONTAINER TRANSPORT INTERNATIONAL,CTI
CTK - NETWORK AVIATION MALI,CKV
CTK NETWORK AVIATION LTD,CTQ
CUBANA DE AVIACION S.A.,CUB
CUERPO NACIONAL DE POLICIA,DGP
"CUSTOM AIR TRANSPORT, INC. (DANIA, FL)",CTT
"CUSTOM JET CHARTERS, LLC (WEST PALM BEACH, FL)",CJE
"CUTTER AVIATION (PHOENIX, AZ)",CTF
CV CARGO S.A.,GSE
"CYGNUS AIR, S.A.",RGN
CYPRAIR TOURS LTD.,CYC
CYPRUS AIRWAYS LTD.,CYP
CZECH AIR FORCE,CEF
CZECH AIR HANDLING,AHD
CZECH AIRLINES J.S.C.,CSA
CZECH CONNECT AIRLINES,CCG
CZECH GOVERNMENT FLYING SERVICE,CIE
"D & D AVIATION (SALT LAKE CITY, UT)",DDA
"D & K AVIATION, INC. (WILMINGTON, OH)",DNK
D.E.T.A. AIR,DET
D.F.S. UK LTD,VLF
D.O. SYSTEMS LTD,STA
DAEDALOS FLUGBETRIEBS GMBH,IAY
DAGHESTAN AIRLINES,DAG
DAHLA AIRLINES,DHA
"DAIMLER-CHRYSLER, INC. (WATERFORD, MI)",DCX
"DAIRO AIR SERVICES,LTD.",DSR
DALA AIR SERVICES LTD,DLR
DALIA AIR,DLI
DALIAN AIRLINES LTD,CCD
DALMATIAN D.O.O.,DLN
DAMASCENE AIRLINES,TYL
"DAMES, DEPARTMENT OF AVIATION UNDER THE MINISTRY OF EMERGENCY SITUATION",DAM
DANA AIRLINES LIMITED,DAN
DANA EXECUTIVE JETS,DEJ
"DANAUS LINEAS AEREAS, S.A. DE C.V.",NAU
"DANBURY AIRWAYS, INC. (DANBURY, CT)",DSA
DANCOPTER A/S,DOP
DANISH AIR FORCE,DAF
DANISH AIR TRANSPORT A/S,DTR
DANISH ARMY,DAR
DANISH NAVY,DNY
DAP HELICOPTEROS LTDA.,DHE
DARIK SKY,DKR
DART LIMITED TRUST DISTRIBUTION,DAT
DARTA,DRT
DARWIN AIRLINE SA,DWT
DAS AIRLINES,RKC
DASAB AIRLINES,DSQ
"DASH AIR CHARTER (ATLANTA, GA)",DSH
DASH AVIATION LTD,GOB
DASNAIR SA,DGX
DASSAULT AVIATION,DAB
"DASSAULT FALCON JET CORPORATION (S. HACKENSACK, NJ)",CVF
DASSAULT FALCON SERVICE,DSO
"DAT LITE, JSC",DLT
DATA INTERNATIONAL LTD,DTN
"DATE TRANSFORMATION CORP. (TURNERSVILLE, NJ)",XDT
DAVID CRAWSHAW CONSULTANTS LTD,DCO
DAWN PATROL FLIGHT TRAINING LTD,...
DAYA AVIATION (PVT) LTD,DAY
"DC AVIATION GMBH, STUTTGART",DCS
"DECATUR AVIATION, INC. (DECATUR, IL)",DAA
DECCAN CARGO & EXPRESS LOGISTICS PVT LTD,DEC
DEER JET CO. LTD,DER
"DEERE AND COMPANY (MOLINE, IL)",JDC
DEFENCE PRODUCTS LTD,...
"DELAWARE SKYWAYS, LLC (NEW CASTLE, DE)",DWR
DELMUN AVIATION SERVICES,DAS
DELTA AEROTAXI S.R.L.,DEA
"DELTA AIR LINES, INC.",DAL
DELTA CONNECTION LIMITED,DCP
DELTA ENGINEERING AVIATION LIMITED,KMB
"DELTA PRIVATE JETS (CINCINNATI, OH)",ELJ
"DELTA STATE UNIVERSITY (CLEVELAND, MS)",DSU
DENIM AIR ACMI B.V.,DNM
"DENVER JET, INC. (ENGLEWOOD, CO)",DJT
DEPARTAMENTO DE AGRICULTURA DE LA GENERALITAT DE CATALUNA,FGC
"DEPARTMENT OF CALIFORNIA HIGHWAY PATROL (SACRAMENTO, CA)",
DEPARTMENT OF ENERGY,
"DEPARTMENT OF THE ARMY, PRIORITY AIR TRANSPORT (DAVISON AVIATION COMMAND) (FORT BELVOIR, VA)",PAT
"DEPARTMENT OF THE NAVY (VAQ-209)(ANDREWS AFB, MD)",
"DEPT. OF AERONAUTICS, STATE OF NEBRASKA (LINCOLN, NE)",NEB
"DEPT. OF AGRICULTURE (HYATTSVILLE, MD)",AGR
"DERAYA AIR TAXI, PT.",DRY
"DERAZONA AIR SERVICE, PT.",DRZ
DES R. CARGO EXPRESS,DRX
"DESARROLLO MILAZ, S.A. DE C.V.",MIZ
"DESERT JET, LLC (THERMAL, CA)",PJM
"DESTILADORA DE ALCOHOLES Y MIELES, S.A. DE C.V.",DEM
DESTINATION AIRLINK BAHAMAS LTD,DLB
DEUTSCHE BAHN (GERMAN RAIL),DBB
"DEUTSCHE LUFTHANSA, AG, KOELN",DLH
DF AVIATION,GDF
"DGO JET, S.A. DE C.V.",DGO
DHC CORPORATION,HIJ
"DHL AERO EXPRESO, S.A.",DAE
DHL AIR LIMITED,DHK
DHL AVIATION (PTY) LTD,DHV
DHL AVIATION EEMEA B.S.C.(C),DHX
"DHL DE GUATEMALA, S.A.",JOS
DIAMOND AIRCRAFT UK LTD,...
DIAMOND EXECUTIVE AVIATION LTD,WKT
DIAMOND FLIGHT ACADEMY SCANDINAVIA AB,DMN
DIDIER ROUSSET BUY,DRB
DIEXIM EXPRESSO,...
"DIGITAL EQUIPMENT CORPORATION (MAYNARD, MA)",DGT
DIPLOMATIC FREIGHT SERVICES,DIP
DIRECCION GENERAL DE TRAFICO,TRI
DIRECT AERO SERVICES,DSV
DIRECT AIR EXECUTIVE LTD,DAX
"DIRECT AIR, INC.",DIA
"DIRECT AIR, INC. D/B/A/ MIDWAY CONNECTION (GARY, IN)",XAP
DIRECT FLIGHT LTD,DCT
DIRECT FLY SP. Z.O.O.,DLF
"DIRGANTARA AIR SERVICE, PT.",DIR
DISCOVERY AIRWAYS LIMITED,DCV
DISCOVERY LTD,DCR
"DISPATCH SERVICES, INC. (MIAMI, FL)",XDS
DIVI DIVI AIR INC.,DVR
DJT AVIATION GMBH & CO KG,DJC
"DLR DEUTSCHES ZENTRUM FUER LUFT-UND RAUMFAHRT E.V., BRAUNSCHWEIG",LFO
"DMCFLY, S.A. DE C.V.",DMF
DNIEPROAVIA,UDN
"DOMINGUEZ TOLEDO, S.A. (GRUPO MAYORAL)",MYO
"DOMODEDOVO AIRPORT HANDLING, CJSC",DPH
DONAIR FLYING CLUB LTD,DON
"DONAVIA, JOINT-STOCK COMPANY",DNV
DONBASSAERO AIRLINES LLC,UDC
DONGHAI BUSINESS AVIATION COMPANY LTD,EPB
DORNIER AVIATION NIGERIA AIEP LTD,DAV
"DORNIER LUFTFAHRT GMBH, MUENCHEN",DOR
DOT LT,DNU
DOUNIAH AIRLINES S.A.,...
DOVE AIR SERVICES CO. LTD,DOV
DREAM FLYERS TRAINING CENTER,DRF
DREAMCATCHER AIRWAYS,DCA
"DREAMLINE AVIATION LLC (SAN FRANCISCO, CA)",DLX
"DREAMSHORE AERO (LAMOINE, ME)",DRS
"DRF - STIFTUNG LUFTRETTUNG GEMEINNUETZIGE AG, FILDERSTADT",AMB
DRUK AIR,DRK
"DSWA, LLC (DULLES, VA)",RSK
DUBAI AIRWING,DUB
DUBROVNIK AIRLINE D.O.O.,DBK
DUCAIR S.A. (LUXEMBOURG AIR AMBULANCE),DUK
DUCHESS OF BRITTANY (JERSEY) LTD,DBJ
DUN'AIR,DUN
"DUNCAN AVIATION, INC. (LINCOLN, NE)",PHD
DUNYAYA BAKIS HAVA TASIMACILIGI A.S.,VVF
DUO AIRWAYS,DUO
"DURANGO JET, S.A. DE C.V.",DJE
DUSHANBE AIR,DUA
DUTCH ANTILLES EXPRESS B.V.,DNL
DUTCH CARIBBEAN EXPRESS,DCE
"DWYER AIRCRAFT SALES, INC. (MASON CITY, IA)",DFS
"DYNAIR SERVICES, INC. (MCLEAN, VA)",XDY
"DYNAMIC AIR, S.L.",DYM
"DYNAMIC AIRWAYS, LLC",DYA
"E H DARBY AVIATION (SHEFFIELD, AL)",EHD
E-AVIATION SWISS SAGL,LUG
E-FREIGHT INTERNATIONAL LTD,EFE
"E.I.S. AIRCRAFT GMBH, KIEL-HOLTENAU",EIS
"EAA - ESCOLA DE AVIACAO AEROCONDOR, SA",EAD
EADS CASA,AED
"EAGLE AERO, INC. (SCOTIA, NY)",ICR
"EAGLE AIR GUINEE, S.A.",GIF
EAGLE AIR ICELAND (FLUGFELAGID ERNIR),FEI
EAGLE AIR LTD,EFL
EAGLE ATLANTIC AIRLINES LIMITED,EAB
EAGLE AVIATION,GYP
EAGLE AVIATION (U) LTD,EGU
"EAGLE AVIATION GMBH, MANNHEIM",GER
"EAGLE AVIATION SERVICES, INC (FT. WORTH, TX)",ABU
EAGLE FLIGHT TRAINING,...
EAGLE INTERNATIONAL,SEG
EAGLE TRANS ASIA AIRWAYS CORP.,ETW
EAGLES S.P.A.,EGS
EAGLEXPRESS AIR CHARTER SDN. BHD.,EZX
EARTH AIRLINES SERVICES LIMITED,ERX
"EASOFLYERS, S.L.",ESY
"EAST AERO SERVICE, LLC",BAC
EAST AFRICAN,UGX
EAST AFRICAN SAFARI AIR EXPRESS LIMITED,EXZ
EAST AFRICAN SAFARI AIR LIMITED,HSA
EAST AIR,ETJ
EAST ASIA AIRLINES LTD,EMU
EAST COAST AIRWAYS (PTY) LTD,ECT
"EAST COAST JETS, INC. (ALLENTOWN, PA)",ECJ
EAST HORIZON AIRLINES,EHN
"EAST KANSAS CITY AVIATION, INC. (GRAIN VALLEY, MO)",EKC
EAST MIDLANDS HELICOPTERS,CTK
EAST SCOTLAND PARAGLIDING CLUB,...
"EAST STAR AIRLINES CO., LTD",DXH
EAST WING,EWZ
EASTAIR KB,ETI
EASTARJET,ESR
EASTERN AIR EXECUTIVE LTD.,EAX
EASTERN AIR LIMITED,EAZ
